latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-7.11184,23.31833,338.76,0.55,0.51,2026-06-03,1234,N,nominal,2.0NRT,301.5,1.77,D
-7.52042,20.95007,330.29,0.57,0.43,2026-06-03,1234,N,low,2.0NRT,302.79,4.82,D
-8.0098,17.9653,341.82,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,303.34,3.89,D
-8.33162,15.89119,345.51,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.04,4.14,D
-8.35171,15.75836,336.26,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,309.01,3.55,D
-8.35224,15.75486,335.44,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,308.76,5.16,D
-8.35541,15.73387,338.04,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.97,8.02,D
-8.3972,15.45619,347.32,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.61,4.6,D
-7.17324,22.9416,340.68,0.51,0.5,2026-06-03,1234,N,nominal,2.0NRT,303.61,5.4,D
-7.50198,21.03485,342.01,0.38,0.43,2026-06-03,1234,N,nominal,2.0NRT,301.15,3.74,D
-7.69289,19.89579,340.88,0.49,0.41,2026-06-03,1234,N,nominal,2.0NRT,301.25,11.85,D
-8.01105,17.93545,332.09,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,301.62,1.58,D
-8.08269,17.48198,330.7,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,304.55,1.73,D
-8.34839,15.75785,334.2,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,308.28,3.55,D
-7.58411,20.52418,333.95,0.54,0.42,2026-06-03,1234,N,low,2.0NRT,305.23,24.41,D
-8.07029,17.53886,345.53,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,305.12,7.46,D
-7.52754,20.8357,333.3,0.56,0.43,2026-06-03,1234,N,nominal,2.0NRT,302.01,4.96,D
-7.89981,18.58608,340.49,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,307.64,13.41,D
-7.90044,18.58218,339.23,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,311.85,23.33,D
-8.00248,17.94541,330.35,0.41,0.37,2026-06-03,1234,N,low,2.0NRT,304.53,2.64,D
-8.00542,17.92692,335.77,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,304.85,5.35,D
-8.31743,15.91759,330.16,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.47,1.92,D
-8.31955,15.90363,344.98,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.45,6.07,D
-8.00513,17.9265,338,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,304.84,5.68,D
-8.3837,15.46078,336.4,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.04,13.05,D
-8.38424,15.45725,333.45,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,303.98,11.72,D
-7.69138,19.89669,331.4,0.49,0.41,2026-06-03,1234,N,nominal,2.0NRT,298.33,8.77,D
-7.6921,19.8922,332.61,0.49,0.41,2026-06-03,1234,N,nominal,2.0NRT,298.51,5.44,D
-7.8986,18.58591,340.68,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,305.36,14.86,D
-7.89921,18.582,342.91,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,310.17,26.5,D
-8.11731,17.18023,343.93,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,311.08,5.59,D
-8.33772,15.74123,353.89,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,310.92,18.44,D
-8.34518,15.69219,330.43,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,304.38,3.24,D
-8.3809,15.45674,341.9,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,309.22,11.72,D
-7.09372,23.53144,337.19,0.57,0.52,2026-06-03,1234,N,nominal,2.0NRT,303.3,3.2,D
-7.27243,22.45546,340.38,0.48,0.48,2026-06-03,1234,N,nominal,2.0NRT,299.06,4.72,D
-7.51882,20.94701,331.89,0.57,0.43,2026-06-03,1234,N,nominal,2.0NRT,301.83,3.24,D
-7.90904,18.49655,346.57,0.42,0.38,2026-06-03,1234,N,nominal,2.0NRT,304.35,4.92,D
-7.92284,18.40852,331.81,0.42,0.38,2026-06-03,1234,N,low,2.0NRT,303.32,3.68,D
-8.11397,17.1797,337.65,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307.64,4.66,D
-8.14278,16.99302,340.16,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307.81,2.8,D
-8.30463,15.93634,332.03,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,299.62,2.82,D
-8.33387,15.74421,338.16,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.13,4.19,D
-8.3344,15.74071,347.86,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.92,4.19,D
-7.50069,21.03363,340.52,0.38,0.44,2026-06-03,1234,N,nominal,2.0NRT,300.14,4.46,D
-7.58355,20.52106,343.96,0.54,0.42,2026-06-03,1234,N,nominal,2.0NRT,306.6,23.73,D
-8.33054,15.7437,338.35,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307.21,4.19,D
-8.33107,15.7402,332.58,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.92,4.19,D
-6.51347,26.85728,350.42,0.48,0.65,2026-06-03,1234,N,nominal,2.0NRT,295.99,10.64,D
-7.52516,20.83243,340.21,0.56,0.43,2026-06-03,1234,N,nominal,2.0NRT,302.09,14.87,D
-7.70837,19.69489,334.11,0.48,0.4,2026-06-03,1234,N,nominal,2.0NRT,299.21,3.25,D
-7.89498,18.51798,336.94,0.43,0.38,2026-06-03,1234,N,low,2.0NRT,309.71,5.78,D
-7.91605,18.38396,343.38,0.42,0.38,2026-06-03,1234,N,nominal,2.0NRT,310.02,6.43,D
-8.32921,15.70766,334.94,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,299.72,1.96,D
-7.04907,23.6797,333.43,0.58,0.52,2026-06-03,1234,N,nominal,2.0NRT,300.62,1.72,D
-7.10974,23.3198,340.62,0.55,0.51,2026-06-03,1234,N,nominal,2.0NRT,302.12,3.12,D
-7.28448,22.27351,334.01,0.46,0.47,2026-06-03,1234,N,nominal,2.0NRT,298.62,3.49,D
-7.53522,20.74554,334.09,0.55,0.43,2026-06-03,1234,N,nominal,2.0NRT,304,3.38,D
-8.36208,15.46826,337.37,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.91,1.82,D
-7.91808,18.3259,335.64,0.42,0.38,2026-06-03,1234,N,low,2.0NRT,309.15,16.54,D
-7.91868,18.32213,353.18,0.42,0.38,2026-06-03,1234,N,nominal,2.0NRT,309.85,16.54,D
-8.33424,15.62958,334.88,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.46,1.98,D
-6.8385,24.85303,338.3,0.35,0.57,2026-06-03,1234,N,nominal,2.0NRT,295.27,5.48,D
-7.19768,22.73955,346.22,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,300.01,5.99,D
-7.447,21.23586,330.57,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,300.3,1.15,D
-7.91522,18.32158,336.69,0.42,0.38,2026-06-03,1234,N,nominal,2.0NRT,303.16,11.01,D
-8.31126,15.75864,347.27,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.26,4.58,D
-7.08206,23.39765,334.64,0.55,0.51,2026-06-03,1234,N,nominal,2.0NRT,302.68,2.49,D
-7.44467,21.22461,340.74,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,301.67,4.4,D
-6.17732,28.52542,367,0.63,0.72,2026-06-03,1234,N,high,2.0NRT,294.08,11.38,D
-6.17628,28.53118,334.67,0.63,0.72,2026-06-03,1234,N,nominal,2.0NRT,293.31,11.38,D
-7.19018,22.72899,356.08,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,305.36,19.19,D
-6.33484,27.6144,332.29,0.55,0.68,2026-06-03,1234,N,nominal,2.0NRT,294.51,7.24,D
-6.33574,27.60942,328.88,0.55,0.68,2026-06-03,1234,N,nominal,2.0NRT,294.27,5.32,D
-7.3882,21.51595,330.71,0.41,0.45,2026-06-03,1234,N,low,2.0NRT,301.46,3.56,D
-7.72913,19.42458,334.8,0.47,0.4,2026-06-03,1234,N,nominal,2.0NRT,301.38,17.76,D
-7.85826,18.61471,347.21,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,307.21,9.75,D
-8.04966,17.39544,345.4,0.39,0.37,2026-06-03,1234,N,nominal,2.0NRT,311.98,5.64,D
-6.52354,26.5225,332.54,0.46,0.64,2026-06-03,1234,N,nominal,2.0NRT,294.23,3.39,D
-7.07812,23.33516,343.82,0.55,0.51,2026-06-03,1234,N,nominal,2.0NRT,302.34,5.55,D
-7.09825,23.21689,330.13,0.54,0.51,2026-06-03,1234,N,nominal,2.0NRT,301.09,3.42,D
-7.12628,23.05183,338.49,0.52,0.5,2026-06-03,1234,N,nominal,2.0NRT,299.62,6.27,D
-7.23114,22.43093,346.9,0.48,0.48,2026-06-03,1234,N,nominal,2.0NRT,300.29,5.37,D
-7.25195,22.30702,340.2,0.47,0.47,2026-06-03,1234,N,nominal,2.0NRT,300.53,2.81,D
-7.38406,21.51525,349.61,0.41,0.45,2026-06-03,1234,N,nominal,2.0NRT,305.4,26.4,D
-7.51576,20.7165,347.21,0.55,0.43,2026-06-03,1234,N,nominal,2.0NRT,307,21.56,D
-7.72549,19.424,335.04,0.47,0.4,2026-06-03,1234,N,nominal,2.0NRT,301.35,31.28,D
-8.2725,15.92427,345.1,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.45,7.33,D
-6.77089,25.08587,367,0.36,0.58,2026-06-03,1234,N,high,2.0NRT,292.59,13.46,D
-6.77147,25.08253,367,0.36,0.58,2026-06-03,1234,N,high,2.0NRT,293.8,7.39,D
-7.95622,17.94898,367,0.41,0.37,2026-06-03,1234,N,high,2.0NRT,308.79,13.33,D
-6.53558,26.42076,344.73,0.45,0.63,2026-06-03,1234,N,nominal,2.0NRT,294.36,5.94,D
-6.77206,25.07916,335.4,0.36,0.58,2026-06-03,1234,N,nominal,2.0NRT,293.15,7.39,D
-7.17817,22.71781,335.54,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,300.12,5.7,D
-7.35348,21.67348,345.66,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,304.48,21.94,D
-7.35413,21.66961,338.44,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,302.61,7.98,D
-7.40622,21.35611,334.41,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,300.08,1.85,D
-7.51184,20.71586,343.83,0.55,0.43,2026-06-03,1234,N,nominal,2.0NRT,301.03,21.56,D
-8.04737,17.36592,330.13,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,301.91,8.13,D
-8.04793,17.36237,337.61,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.63,17.55,D
-8.26918,15.92376,337.95,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.17,7.33,D
-6.89757,24.32745,367,0.32,0.55,2026-06-03,1234,N,high,2.0NRT,298.03,10.27,D
-6.89807,24.32456,354.25,0.32,0.55,2026-06-03,1234,N,nominal,2.0NRT,295.99,10.27,D
-7.42263,21.23181,349.21,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,306,9.12,D
-7.84957,18.60174,336.92,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,307.18,4.25,D
-7.95224,17.95211,333.52,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,303.18,9.86,D
-7.95281,17.94844,353.37,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,305.73,15.23,D
-8.28866,15.77309,353.35,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.71,6.19,D
-6.04157,29.07686,336.56,0.69,0.74,2026-06-03,1234,N,nominal,2.0NRT,291.91,4.58,D
-7.32556,21.78895,341.16,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,301.12,4.23,D
-7.84609,18.60112,336.25,0.43,0.38,2026-06-03,1234,N,nominal,2.0NRT,303.29,4.25,D
-6.29677,27.64487,343.11,0.55,0.68,2026-06-03,1234,N,nominal,2.0NRT,294.59,7.19,D
-7.32135,21.7882,341.9,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,303.67,6.41,D
-7.33379,21.714,333.65,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,300.84,3.31,D
-7.33445,21.71009,331.87,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,301.35,3.31,D
-7.45539,20.98422,343.46,0.57,0.43,2026-06-03,1234,N,nominal,2.0NRT,303.09,31.55,D
-7.4631,20.93766,334.62,0.57,0.43,2026-06-03,1234,N,nominal,2.0NRT,304.46,59.6,D
-7.99809,17.61549,337.04,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,310.66,11.07,D
-8.13884,16.709,331.12,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.02,8.59,D
-8.39568,15.01717,338.39,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,303.39,3.39,D
-6.27538,27.72648,354.11,0.56,0.69,2026-06-03,1234,N,nominal,2.0NRT,292.64,9.92,D
-6.4143,26.96086,330.74,0.49,0.65,2026-06-03,1234,N,nominal,2.0NRT,296.22,3.87,D
-7.12267,22.93436,354.74,0.52,0.5,2026-06-03,1234,N,nominal,2.0NRT,303,17.97,D
-7.3263,21.73291,342.89,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,302.63,7.44,D
-7.45139,20.9836,344.01,0.57,0.43,2026-06-03,1234,N,nominal,2.0NRT,303.87,31.55,D
-7.9964,17.60417,349.74,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,309.69,5.82,D
-8.06601,17.15776,337.51,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.76,2.4,D
-8.06657,17.15421,340.59,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307.22,4.48,D
-8.13551,16.70848,343.45,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,304.09,8.59,D
-8.24319,16.00529,340.14,0.38,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.16,4.55,D
-6.14512,28.40093,354.63,0.62,0.72,2026-06-03,1234,N,nominal,2.0NRT,293.36,13.85,D
-7.00477,23.59161,343.7,0.57,0.52,2026-06-03,1234,N,nominal,2.0NRT,302.39,7.66,D
-7.32538,21.7127,344.59,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,302.01,7.17,D
-7.99076,17.6181,340.87,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,312.69,3.93,D
-7.4154,21.15023,331.48,0.39,0.44,2026-06-03,1234,N,nominal,2.0NRT,303.88,1.86,D
-7.98738,17.61759,338.11,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,306.91,3.93,D
-8.1466,16.59229,332.06,0.38,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.05,2.92,D
-8.27786,15.73209,342.38,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,305.87,4.07,D
-8.3888,14.99397,332.77,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,302.33,5.23,D
-8.38934,14.99036,333.95,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,302.65,4,D
-7.14589,22.71693,342.81,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,301.29,13.32,D
-7.75864,19.03453,331.42,0.45,0.39,2026-06-03,1234,N,nominal,2.0NRT,299.96,2.33,D
-8.274,15.73509,335.57,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,309.55,14.5,D
-8.27454,15.73159,347.09,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,312.06,14.5,D
-6.23546,27.80082,334.65,0.57,0.69,2026-06-03,1234,N,nominal,2.0NRT,292.1,10.1,D
-6.45052,26.62443,331.44,0.47,0.64,2026-06-03,1234,N,nominal,2.0NRT,294.57,7.64,D
-7.96526,17.71428,336.92,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,308.16,3.99,D
-8.28603,15.633,342.54,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,304.44,5.62,D
-8.38313,14.98573,341.85,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,304.41,7.79,D
-6.34702,27.15812,333.99,0.51,0.66,2026-06-03,1234,N,nominal,2.0NRT,294.26,3.57,D
-6.44539,26.61905,337.84,0.47,0.64,2026-06-03,1234,N,nominal,2.0NRT,294.25,4.56,D
-7.08996,22.98742,343.19,0.52,0.5,2026-06-03,1234,N,nominal,2.0NRT,300.17,5.58,D
-8.26894,15.72357,339.5,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307.5,4.82,D
-8.2827,15.63249,334.22,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,300.28,2.83,D
-8.37976,14.98522,345.72,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,300.59,5.87,D
-6.83158,24.4358,337.67,0.33,0.55,2026-06-03,1234,N,nominal,2.0NRT,293.9,2.59,D
-7.1608,22.54968,332.23,0.49,0.48,2026-06-03,1234,N,nominal,2.0NRT,300.96,3.58,D
-7.99645,17.47157,334.31,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,306.96,3.87,D
-6.11609,28.33638,341.19,0.62,0.71,2026-06-03,1234,N,nominal,2.0NRT,293.67,13.59,D
-7.29822,21.72018,334.82,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,303.69,5.43,D
-7.29887,21.71635,336.37,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,301.42,4.19,D
-7.41304,21.04084,330.84,0.39,0.44,2026-06-03,1234,N,low,2.0NRT,302.03,1.57,D
-8.27446,15.642,341.59,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,306.69,4.99,D
-8.29246,15.52253,346.55,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.95,4.44,D
-6.06559,28.56959,330.87,0.64,0.72,2026-06-03,1234,N,nominal,2.0NRT,292.85,5.76,D
-7.13033,22.67295,330.86,0.49,0.49,2026-06-03,1234,N,low,2.0NRT,301.15,2.4,D
-8.23411,15.88628,350.35,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,312.01,9.48,D
-8.23464,15.88279,332.41,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,303.54,9.48,D
-6.08341,28.43786,329.96,0.63,0.72,2026-06-03,1234,N,nominal,2.0NRT,293.78,7.67,D
-6.16578,27.99773,344.19,0.58,0.7,2026-06-03,1234,N,nominal,2.0NRT,292,6.83,D
-6.35984,26.95148,343.23,0.49,0.65,2026-06-03,1234,N,nominal,2.0NRT,296.45,7.13,D
-6.73964,24.86229,335.9,0.35,0.57,2026-06-03,1234,N,nominal,2.0NRT,294.41,3.23,D
-7.16641,22.43773,337.02,0.48,0.48,2026-06-03,1234,N,nominal,2.0NRT,304.41,3.89,D
-7.87051,18.20241,332.78,0.42,0.37,2026-06-03,1234,N,nominal,2.0NRT,303.71,3.24,D
-8.29638,15.45104,342.48,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,299.2,5.67,D
-7.28426,21.726,330.32,0.43,0.46,2026-06-03,1234,N,low,2.0NRT,302.01,2.75,D
-7.3104,21.57292,344.19,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,301.21,4.98,D
-7.38915,21.10905,340.4,0.39,0.44,2026-06-03,1234,N,nominal,2.0NRT,302.79,3.22,D
-7.39328,21.08458,340.45,0.39,0.44,2026-06-03,1234,N,nominal,2.0NRT,302.48,7.13,D
-7.39387,21.08111,331.41,0.39,0.44,2026-06-03,1234,N,nominal,2.0NRT,302.14,4.16,D
-7.86707,18.20186,330.89,0.42,0.37,2026-06-03,1234,N,nominal,2.0NRT,303,3.24,D
-7.86766,18.19812,340.1,0.42,0.37,2026-06-03,1234,N,nominal,2.0NRT,307.17,3.24,D
-8.04028,17.10316,348.98,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,309.52,3.77,D
-8.04303,17.08552,345.42,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,313.14,11.4,D
-8.1867,16.15331,333.8,0.38,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.34,2.33,D
-8.26183,15.65801,332.19,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.7,2.24,D
-7.13933,22.54136,337.87,0.48,0.48,2026-06-03,1234,N,nominal,2.0NRT,303.54,6.65,D
-7.24565,21.92592,347.48,0.44,0.46,2026-06-03,1234,N,nominal,2.0NRT,305.84,42.58,D
-7.30623,21.57224,349.54,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,302.6,8.6,D
-8.03639,17.10615,338.1,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,307,6.97,D
-7.09028,22.79643,340.92,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,298.82,6.58,D
-7.09109,22.79183,336.93,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,298.38,6.58,D
-7.16876,22.34555,341.69,0.47,0.48,2026-06-03,1234,N,nominal,2.0NRT,299.02,3.5,D
-7.92265,17.8082,335.16,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,305.79,4.98,D
-7.4642,20.59163,338.55,0.54,0.42,2026-06-03,1234,N,nominal,2.0NRT,300.42,6.48,D
-7.6024,19.7634,339.7,0.49,0.4,2026-06-03,1234,N,nominal,2.0NRT,300.08,3.98,D
-8.2788,15.47721,335.13,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.46,3.17,D
-8.27933,15.47368,331.95,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,300.46,3.17,D
-7.89955,17.90983,333.09,0.41,0.37,2026-06-03,1234,N,nominal,2.0NRT,302.83,2.03,D
-8.27546,15.4767,338.42,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.18,3.17,D
-8.27599,15.47317,331.38,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,299.53,3.17,D
-7.89973,17.90916,331.68,0.41,0.37,2026-06-03,1234,N,low,2.0NRT,302.1,2.21,D
-8.01306,17.17757,349.65,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,311.72,5.37,D
-8.02015,17.13158,341.41,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,310.83,5.26,D
-8.00971,17.17707,340.2,0.39,0.36,2026-06-03,1234,N,low,2.0NRT,311.94,5.37,D
-7.16761,22.43787,334.2,0.48,0.48,2026-06-03,1234,N,low,2.0NRT,304.27,4.7,D
-7.30951,21.57179,341.09,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,303.33,6.44,D
-7.60074,19.76369,331.81,0.49,0.4,2026-06-03,1234,N,nominal,2.0NRT,297.67,2.27,D
-8.25663,15.54135,333.55,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,301.23,8.9,D
-8.25717,15.53784,332.09,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.37,5.02,D
-7.24736,21.9256,353.26,0.44,0.46,2026-06-03,1234,N,nominal,2.0NRT,301.82,8.22,D
-7.30535,21.5711,342.57,0.42,0.45,2026-06-03,1234,N,nominal,2.0NRT,302.17,6.44,D
-7.46476,20.58823,332.55,0.54,0.42,2026-06-03,1234,N,nominal,2.0NRT,300.35,3.27,D
-8.2336,15.67064,333.59,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.25,2.67,D
-8.2533,15.54085,339.57,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,304.59,8.9,D
-8.25383,15.53734,329.62,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.01,5.02,D
-6.24079,27.80191,347.4,0.57,0.69,2026-06-03,1234,N,nominal,2.0NRT,292.71,10.61,D
-6.44768,26.62267,334.46,0.47,0.64,2026-06-03,1234,N,nominal,2.0NRT,294.75,5.01,D
-6.44844,26.61835,343.97,0.47,0.64,2026-06-03,1234,N,nominal,2.0NRT,295.03,5.01,D
-7.2431,21.92484,348.9,0.44,0.46,2026-06-03,1234,N,nominal,2.0NRT,301.83,26.96,D
-7.27733,21.7162,341.27,0.43,0.46,2026-06-03,1234,N,nominal,2.0NRT,303.11,5.92,D
-7.91516,17.7205,333.66,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,305.2,2.96,D
-7.94159,17.55044,335.44,0.4,0.37,2026-06-03,1234,N,low,2.0NRT,308.7,2.22,D
-8.15117,16.18954,335.42,0.38,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.48,5.94,D
-8.25103,15.53333,337.19,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,303.88,4.78,D
-8.25156,15.52981,345.53,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,308.39,13.23,D
-6.34786,27.15762,334.33,0.51,0.66,2026-06-03,1234,N,nominal,2.0NRT,294.56,6.5,D
-7.13688,22.541,343.95,0.49,0.48,2026-06-03,1234,N,nominal,2.0NRT,303.2,6.18,D
-7.16929,22.34545,343.73,0.47,0.48,2026-06-03,1234,N,nominal,2.0NRT,299.08,4.94,D
-7.91177,17.71996,334.66,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,304.61,2.96,D
-7.95495,17.44216,341.11,0.4,0.37,2026-06-03,1234,N,nominal,2.0NRT,306.16,3.18,D
-7.08972,22.79671,335.32,0.51,0.49,2026-06-03,1234,N,nominal,2.0NRT,298.3,8.82,D
-7.09049,22.7921,340.43,0.51,0.49,2026-06-03,1234,N,nominal,2.0NRT,300.11,8.82,D
-7.1962,22.15576,332.37,0.46,0.47,2026-06-03,1234,N,nominal,2.0NRT,297.67,2.89,D
-7.20033,22.13079,336.15,0.46,0.47,2026-06-03,1234,N,nominal,2.0NRT,299.39,2.61,D
-7.33061,21.33871,341.55,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,301.28,6.27,D
-7.40245,20.89826,332.48,0.57,0.43,2026-06-03,1234,N,nominal,2.0NRT,304.46,3.05,D
-8.27055,15.35935,347.69,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,304.49,5.73,D
-8.27108,15.35584,353.08,0.39,0.36,2026-06-03,1234,N,nominal,2.0NRT,302.31,5.73,D
-6.25469,27.61246,339.55,0.55,0.68,2026-06-03,1234,N,nominal,2.0NRT,291.93,4.62,D
-7.10864,22.65552,341,0.49,0.49,2026-06-03,1234,N,nominal,2.0NRT,299.8,10.76,D
-7.18289,22.20919,334.93,0.46,0.47,2026-06-03,1234,N,nominal,2.0NRT,302.02,3.26,D
-7.32652,21.33804,345.03,0.4,0.44,2026-06-03,1234,N,nominal,2.0NRT,299.74,6.27,D
-7.58503,19.74309,340.98,0.49,0.4,2026-06-03,1234,N,nominal,2.0NRT,298.66,4.78,D
-6.81789,24.34766,333.07,0.32,0.55,2026-06-03,1234,N,nominal,2.0NRT,295.96,2.43,D
-6.83612,24.24094,348.16,0.32,0.54,2026-06-03,1234,N,nominal,2.0NRT,297.67,5.22,D
-6.94173,23.6199,331.62,0.58,0.52,2026-06-03,1234,N,nominal,2.0NRT,302.59,3.56,D
-6.94614,23.59387,331.69,0.57,0.52,2026-06-03,1234,N,nominal,2.0NRT,302.73,3.09,D
-7.0822,22.78592,347.28,0.5,0.49,2026-06-03,1234,N,nominal,2.0NRT,310.11,57.46,D
-7.22409,21.93379,356.19,0.44,0.46,2026-06-03,1234,N,nominal,2.0NRT,302.31,12.44,D
